X.1,name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,ngrams_science,ngrams_common
9517,Palmeria dolei,Birds,1,96310.98,1,7,2,2,3,0,5,-0.05633136,-0.07651106
9518,Plestiodon egregius lividus,Reptiles,2,47288.32,1,3,3,2,1,0,NA,-0.1638258,-0.122832
9519,Leopardus pardalis,Mammals,1,868186.8,1,5,3,1,2,0,10,0.3025773,1.512796
9520,Buteo solitarius,Birds,2,123144.1,1,14,1,2,2,0,30,0.05428973,-0.06253225
9521,Rhinichthys osculus thermalis,Fishes,1,712.6549,1,12,2,1,1,0,9,-0.1243816,-0.1075669
9523,Vireo bellii pusillus,Birds,2,3855061,1,3,3,2,1,1,32,-0.1638258,-0.122832
9524,Notropis mekistocholas,Fishes,1,24426.08,1,5,3,1,2,0,88,-0.05735235,-0.08675062
9526,Corvus hawaiiensis,Birds,Extinct,398467.3,1,2,3,2,2,1,48,0.1063198,-0.03001906
9527,Leptonycteris nivalis,Mammals,2,106723.7,1,5,3,1,2,0,3,-0.1638258,-0.122832
9528,Dipodomys heermanni morroensis,Mammals,1,6393.913,1,6,3,1,1,1,20,-0.1013098,-0.1047051
9529,Cynomys parvidens,Mammals,2,711512,1,8,2,2,2,1,5,0.0656166,0.01280101
9530,Rallus obsoletus yumanensis,Birds,3,874523.5,2,6,3,1,1,0,9,-0.1638258,-0.122832
9531,Xyrauchen texanus,Fishes,1,9750011,3,1,3,2,3,1,1,1.071665,0.6628312
9532,Puffinus newelli,Birds,2,162338.8,1,3,3,2,1,0,32,-0.1638258,-0.122832
9533,Salmo salar,Fishes,4,11499250,1,1,3,2,3,NA,32,31.70505,13.7266
9534,Oryzomys palustris argentatus,Mammals,2,34411.24,1,3,3,2,1,1,12,-0.1638258,-0.122832
9535,Eumetopias jubatus,Mammals,3,73011574,NA,7,2,2,3,NA,1,2.700334,1.521517
9536,Lepidomeda vittata,Fishes,1,232111,1,2,3,2,2,0,5,-0.03123395,-0.09180279
9537,Haliaeetus leucocephalus,Birds,5,21357184,NA,14,1,2,2,1,8,6.571324,12.02021
9538,Ambystoma californiense,Amphibians,2,779633.8,1,8,2,2,2,1,33,0.3723595,0.1888872
9539,Rallus obsoletus levipes,Birds,1,77526.2,1,6,3,1,1,0,9,-0.1638258,-0.122832
9540,Notropis girardi,Fishes,2,515064.3,3,5,3,1,2,1,88,0.1051737,-0.001204475
9541,Zapus hudsonius preblei,Mammals,2,1163339,1,9,2,2,1,1,3,-0.1638258,-0.122832
9542,Cyprinodon radiosus,Fishes,1,23577.55,1,2,3,2,2,0,44,-0.03690516,-0.07576171
9543,Corynorhinus townsendii ingens,Mammals,1,195615.1,3,3,3,2,1,0,3,-0.1638258,-0.122832
9544,Strix occidentalis caurina,Birds,3,6731276,2,3,3,2,1,1,22,1.58235,2.965486
9545,Sorex ornatus relictus,Mammals,1,74595.65,1,3,3,2,1,1,77,-0.09366768,-0.0959052
9546,Etheostoma okaloosae,Fishes,2,394957.3,1,11,2,1,2,0,145,-0.1393944,-0.111549
9547,Loxops coccineus,Birds,1,150033.2,1,1,3,2,3,0,5,-0.1638258,-0.122832
9548,Aplodontia rufa nigra,Mammals,1,75661.3,1,9,2,2,1,1,1,-0.07312065,-0.08565971
9550,Myotis grisescens,Mammals,3,1513475,5,8,2,2,2,0,143,1.143291,-0.09111316
9551,Etheostoma akatulo,Fishes,1,32235.98,1,5,3,1,2,0,145,-0.1638258,-0.1200677
9553,Chelonia mydas,Reptiles,3,19049245,5,1,3,2,3,NA,1,11.10474,0.5450007
9554,Antilocapra americana sonoriensis,Mammals,1,1406621,1,3,3,2,1,0,1,-0.05307901,0.06759952
9555,Setophaga chrysoparia,Birds,2,3158682,1,2,3,2,2,1,37,-0.1638258,-0.122832
9557,Herpailurus yagouaroundi cacomitli,Mammals,1,59916.29,1,6,3,1,1,0,2,-0.1638258,-0.1191706
9558,Neotoma floridana smalli,Mammals,1,220456.8,1,3,3,2,1,1,23,-0.1194312,-0.1113992
9559,Rangifer tarandus caribou,Mammals,1,670363.2,2,3,3,2,1,1,1,0.5452627,0.742182
9560,Acipenser brevirostrum,Fishes,3,1834907,NA,5,3,1,2,NA,21,1.051178,0.7475296
9561,Etheostoma fonticola,Fishes,1,40441.5,1,2,3,2,2,1,145,-0.04377404,-0.07851655
9562,Peromyscus polionotus trissyllepsis,Mammals,1,54148.45,1,3,3,2,1,1,57,-0.1638258,-0.122832
9564,Oncorhynchus clarkii seleniris,Fishes,2,129193,1,9,2,2,1,0,15,-0.1638258,-0.06249348
9565,Gopherus polyphemus,Reptiles,3,3815961,1,9,2,2,1,0,6,1.507059,0.6617303
9566,Canis lupus,Mammals,4,9304650,5,2,3,2,2,1,8,12.65524,3.678883
9567,Caretta caretta,Reptiles,3,6477721,5,5,3,1,2,NA,1,10.07425,0.3137427
9568,Gambusia gaigei,Fishes,1,13320.65,1,2,3,2,2,0,43,-0.1013897,-0.1091124
9569,Peromyscus polionotus phasma,Mammals,1,5594.674,1,6,3,1,1,1,57,-0.1638258,-0.122832
9570,Empidonax traillii extimus,Birds,2,13199813,3,3,3,2,1,1,15,1.407223,1.439461
9571,Siphateles boraxobius,Fishes,1,26108.48,1,2,3,2,2,0,3,-0.1638258,-0.09892366
9572,Sylvilagus bachmani riparius,Mammals,1,1039127,1,6,3,1,1,1,23,0.1284501,0.08696147
9573,Vireo atricapilla,Birds,2,2810026,NA,2,3,2,2,1,32,-0.1638258,-0.122832
9574,Pseudonestor xanthophrys,Birds,1,226853.4,1,1,3,2,3,0,1,-0.1638258,-0.122832
9575,Rana draytonii,Amphibians,2,2441569,1,6,3,1,1,1,63,-0.1638258,-0.122832
9576,Notropis topeka,Fishes,3,1058809,2,8,2,2,2,1,88,0.07424318,0.00911846
9577,Cyprinella formosa,Fishes,1,3471.362,1,2,3,2,2,0,33,-0.07733636,-0.05836535
9578,Pogonichthys macrolepidotus,Fishes,UNK,314367.4,NA,1,3,2,3,NA,2,0.6475255,1.482594
9580,Etheostoma chermocki,Fishes,1,1332.065,1,2,3,2,2,0,145,-0.1131449,-0.1024744
9581,Notropis cahabae,Fishes,2,1295433,1,2,3,2,2,0,88,-0.001210914,-0.09526612
9582,Polysticta stelleri,Birds,2,1415767,1,9,2,2,1,0,1,-0.1638258,-0.122832
9583,Gila ditaenia,Fishes,1,16542.92,1,2,3,2,2,1,20,-0.06488531,-0.08160557
9584,Gila elegans,Fishes,1,4151027,3,5,3,1,2,1,20,0.3882336,0.3658949
9585,Megaptera novaeangliae,Mammals,3,2151552,NA,3,3,2,1,NA,1,7.228691,2.41787
9586,Moapa coriacea,Fishes,1,106081.7,1,1,3,2,3,0,1,-0.06636963,-0.09662723
9588,Sylvilagus palustris hefneri,Mammals,1,68578.71,1,6,3,1,1,1,23,-0.114446,-0.1205377
9589,Ovis canadensis nelsoni,Mammals,4,449452.1,1,3,3,2,1,1,5,0.2722801,0.6763817
9590,Cyprinodon macularius,Fishes,1,323999.6,2,2,3,2,2,1,44,0.7799708,0.3085177
9591,Speoplatyrhinus poulsoni,Fishes,1,40761.2,1,1,3,2,3,0,1,0.03068077,-0.09532582
9592,Nerodia sipedon insularum,Reptiles,2,137868.8,NA,3,3,2,1,1,10,-0.01937718,-0.1196535
9593,Graptemys oculifera,Reptiles,2,6980.022,1,14,1,2,2,0,14,-0.01155366,-0.1150142
9594,Etheostoma chienense,Fishes,1,31303.53,1,5,3,1,2,0,145,-0.1278262,-0.1176884
9596,Sternotherus depressus,Reptiles,2,47954.35,1,14,1,2,2,0,4,0.02586739,-0.08643938
9597,Notropis albizonatus,Fishes,1,7459.565,1,5,3,1,2,0,88,-0.107772,-0.1108393
9598,Paroreomyza flammea,Birds,Prob. Extinct,6234.065,1,5,3,1,2,0,3,-0.1284616,-0.11712
9599,Lithobates capito,Amphibians,3,618877.5,NA,5,3,1,2,0,51,-0.1638258,-0.1173137
9600,Mycteria americana,Birds,3,3736687,1,5,3,1,2,1,4,1.277437,0.7519192
9601,Percina antesella,Fishes,1,67935.33,1,5,3,1,2,0,49,-0.1042267,-0.1109212
9603,Etheostoma nianguae,Fishes,2,158515.8,1,8,2,2,2,0,145,-0.04667802,-0.09168979
9604,Cyprinella caerulea,Fishes,2,160100.9,1,8,2,2,2,0,33,-0.08002874,-0.1033998
9605,Charadrius melodus,Birds,3,6511405,5,2,3,2,2,1,31,2.034919,2.308749
9606,Chasmistes cujus,Fishes,1,839115.8,1,14,1,2,2,0,5,-0.1638258,-0.122832
9607,Crocodylus acutus,Reptiles,2,435518.7,1,2,3,2,2,1,14,0.7371954,0.2152693
9609,Salvelinus confluentus,Fishes,4,39847208,3,9,2,2,1,1,47,2.343314,6.469844
9610,Falco femoralis septentrionalis,Birds,1,667364.7,1,3,3,2,1,0,39,-0.01659635,-0.05696363
9611,Percina pantherina,Fishes,2,111741.6,2,11,2,1,2,1,49,0.008855439,-0.05991362
9612,Thamnophis gigas,Reptiles,2,2515099,1,2,3,2,2,1,35,-0.1638258,-0.122832
9613,Thamnophis sirtalis tetrataenia,Reptiles,2,30171.28,1,3,3,2,1,1,35,-0.1638258,-0.122832
9615,Gallinula galeata sandvicensis,Birds,2,114917.3,1,9,2,2,1,0,9,-0.1638258,-0.122832
9616,Branta sandvicensis,Birds,1,604982.7,1,2,3,2,2,0,7,0.2691815,0.06700429
9617,Lepidochelys olivacea,Reptiles,1,5786034,2,5,3,1,2,NA,2,2.636407,-0.008322601
9619,Cyprinodon diabolis,Fishes,1,174605.8,1,11,2,1,2,0,44,-0.1638258,-0.122832
9621,Leptonycteris yerbabuenae,Mammals,2,382477.2,NA,8,2,2,2,0,3,-0.1638258,-0.122832
9622,Odocoileus virginianus leucurus,Mammals,2,43605.15,1,9,2,2,1,1,2,-0.1638258,-0.122832
9623,Vermivora bachmanii,Birds,Prob. Extinct,2604.188,1,5,3,1,2,0,5,-0.1638258,-0.122832
9625,Eurycea nana,Amphibians,1,37577.56,1,2,3,2,2,1,32,-0.01974252,-0.09222429
9626,Rhinichthys osculus oligoporus,Fishes,1,1562.513,1,9,2,2,1,1,9,-0.1174255,-0.1108436
9627,Ictalurus pricei,Fishes,Prob. Extinct,4812.752,1,8,2,2,2,0,10,-0.05206024,-0.06762618
9629,Xantusia riversiana,Reptiles,1,15406.67,NA,8,2,2,2,0,14,-0.04689416,-0.09210882
9630,Chasmistes brevirostris,Fishes,1,1599810,2,8,2,2,2,1,5,0.0759349,-0.04591348
9631,Etheostoma boschungi,Fishes,1,13459.19,1,8,2,2,2,0,145,-0.04999984,-0.08836867
9633,Microtus pennsylvanicus dukecampbelli,Mammals,1,6660.326,1,6,3,1,1,0,62,-0.1638258,-0.122832
9636,Speyeria zerene behrensii,Invertebrates,1,34500.49,1,3,3,2,1,1,16,-0.1638258,-0.122832
9637,Rhadine persephone,Invertebrates,1,8015.036,1,2,3,2,2,1,42,-0.03890061,-0.1069186
9638,Heterelmis comalensis,Invertebrates,1,14000.01,1,2,3,2,2,1,20,-0.1033655,-0.1152415
9639,Microhexura montivaga,Invertebrates,1,1864.891,2,5,3,1,2,0,2,-0.1638258,-0.122832
9640,Callophrys mossii bayensis,Invertebrates,1,381903.1,1,9,2,2,1,0,21,-0.1398859,-0.09495895
9641,Lioplax cyclostomaformis,Invertebrates,1,1254139,1,8,2,2,2,0,5,-0.1369338,-0.1166836
9642,Branchinecta lynchi,Invertebrates,3,976418.5,2,2,3,2,2,1,48,0.4136355,0.1112151
9643,Physa natricina,Invertebrates,1,135574.9,NA,5,3,1,2,1,17,-0.1328896,-0.107618
9644,Pyrgulopsis bruneauensis,Invertebrates,1,75223.05,1,2,3,2,2,1,127,-0.06749122,-0.09453816
9645,Epioblasma curtisii,Invertebrates,1,2131.304,2,6,3,1,1,0,23,-0.1638258,-0.122832
9646,Amblema neislerii,Invertebrates,1,29971.47,1,5,3,1,2,0,4,-0.08602795,-0.1196091
9648,Glaucopsyche lygdamus palosverdesensis,Invertebrates,1,211563.9,1,6,3,1,1,0,2,-0.1239404,-0.0918387
9649,Theliderma stapes,Invertebrates,Prob. Extinct,6660.326,1,5,3,1,2,0,5,-0.1638258,-0.1182956
9650,Parvaspina steinstansana,Invertebrates,1,37661.48,1,5,3,1,2,0,1,-0.1638258,-0.1213113
9651,Apodemia mormo langei,Invertebrates,1,2664.13,1,9,2,2,1,0,11,-0.1638258,-0.122832
9652,Theliderma cylindrica strigillata,Invertebrates,2,11988.59,2,6,3,1,1,0,5,-0.1638258,-0.1164629
9653,Euproserpinus euterpe,Invertebrates,1,16251.2,1,2,3,2,2,0,3,-0.1121513,-0.1164367
9654,Patera clarki nantahala,Invertebrates,1,932.4457,1,9,2,2,1,0,13,-0.1638258,-0.122832
9655,Alasmidonta heterodon,Invertebrates,1,175205.2,2,5,3,1,2,0,12,0.07816006,-0.09844038
9656,Villosa perpurpurea,Invertebrates,1,31303.53,2,5,3,1,2,0,17,-0.1259715,-0.1024876
9657,Lepidurus packardi,Invertebrates,4,2403700,2,2,3,2,2,1,9,0.4473016,0.06229229
9658,Branchinecta longiantenna,Invertebrates,1,38097.07,1,8,2,2,2,0,48,0.0557111,-0.06806513
9659,Epioblasma perobliqua,Invertebrates,1,17849.67,1,6,3,1,1,1,23,-0.1638258,-0.1199765
9660,Potamilus inflatus,Invertebrates,1,43292.12,1,8,2,2,2,1,9,-0.1001985,-0.1163095
9662,Syncaris pacifica,Invertebrates,1,12318.94,1,8,2,2,2,1,2,0.1216097,-0.02368267
9664,Hemistena lata,Invertebrates,1,58820,2,4,3,1,3,0,1,-0.09047672,-0.1126215
9665,Hamiota subangulata,Invertebrates,2,97373.97,1,5,3,1,2,0,4,-0.1638258,-0.1182834
9666,Habroscelimorpha dorsalis dorsalis,Invertebrates,2,47181.75,1,6,3,1,1,0,10,-0.1638258,-0.122832
9668,Papilio aristodemus ponceana,Invertebrates,1,14199.82,1,3,3,2,1,1,28,-0.1638258,-0.122832
9669,Epioblasma penita,Invertebrates,1,5328.261,1,2,3,2,2,1,23,-0.1638258,-0.122832
9671,Adelocosa anops,Invertebrates,1,107770.7,1,1,3,2,3,1,1,-0.1183851,-0.1109869
9672,Pleurobema pyriforme,Invertebrates,2,20913.42,1,5,3,1,2,0,24,-0.08996182,-0.1179966
9673,Cyprogenia stegaria,Invertebrates,1,82175.1,3,5,3,1,2,0,2,-0.03633885,-0.04390591
9674,Stygobromus pecki,Invertebrates,1,572.788,1,2,3,2,2,1,130,-0.1638258,-0.122832
9676,Pacifastacus fortis,Invertebrates,1,114872,1,5,3,1,2,0,4,0.1313118,-0.06848545
9677,Cambarus zophonastes,Invertebrates,1,3330.163,1,5,3,1,2,0,119,-0.1638258,-0.122832
9678,Cicurina vespera,Invertebrates,1,10763.09,1,2,3,2,2,1,131,-0.1638258,-0.122832
9679,Streptocephalus woottoni,Invertebrates,1,236790.6,1,6,3,1,1,1,28,0.03238695,-0.04720326
9680,Spelaeorchestia koloana,Invertebrates,1,110408.2,1,1,3,2,3,1,1,-0.1288508,-0.11575680000000001
9681,Epioblasma torulosa,Invertebrates,Extinct,105766,2,6,3,1,1,0,23,0.191484,-0.1173173
9682,Epioblasma othcaloogensis,Invertebrates,Prob. Extinct,19314.95,1,5,3,1,2,0,23,-0.1412987,-0.1184615
9683,Discus macclintocki,Invertebrates,1,114024.8,1,14,1,2,2,0,12,-0.1638258,-0.122832
9684,Leptoxis ampla,Invertebrates,2,1254139,1,8,2,2,2,0,24,-0.1216901,-0.1149324
9686,Cicurina venii,Invertebrates,1,10763.09,1,2,3,2,2,1,131,-0.1638258,-0.122832
9687,Quadrula fragosa,Invertebrates,1,337128.4,3,2,3,2,2,1,17,0.1099458,-0.03570098
9688,Margaritifera hembeli,Invertebrates,1,26356.24,1,8,2,2,2,0,13,-0.01616471,-0.08551944
9689,Pyrgus ruralis lagunae,Invertebrates,1,74595.65,1,3,3,2,1,1,8,-0.1268272,-0.1164036
9690,Obovaria retusa,Invertebrates,1,77940.47,1,5,3,1,2,0,7,-0.05699827,-0.09590119
9692,Manduca blackburni,Invertebrates,1,213956.3,1,2,3,2,2,1,60,-0.1638258,-0.122832
9694,Pseudotryonia alamosae,Invertebrates,1,1065.652,1,14,1,2,2,0,4,-0.1638258,-0.122832
9695,Trimerotropis infantilis,Invertebrates,1,8525.217,1,5,3,1,2,0,41,-0.05896809,-0.09124516
9696,Lirceus usdagalun,Invertebrates,2,666.0326,1,8,2,2,2,0,16,-0.1318516,-0.1206555
9697,Idaholanx fresti,Invertebrates,1,101740.5,1,8,2,2,2,0,1,-0.1638258,-0.1198294
9698,Lampsilis higginsii,Invertebrates,1,1201266,2,5,3,1,2,1,24,-0.03426772,-0.0922921
9700,Medionidus parvulus,Invertebrates,1,33967.66,1,5,3,1,2,0,6,-0.1208865,-0.1183085
9701,Nicrophorus americanus,Invertebrates,2,498803.8,5,5,3,1,2,1,69,0.5307386,0.1380279
9702,Cicurina madla,Invertebrates,1,277455.9,1,2,3,2,2,1,131,-0.1638258,-0.122832
9704,Branchinecta sandiegonensis,Invertebrates,2,222137.9,1,2,3,2,2,1,48,0.03805392,0.003096583
9705,Desmocerus californicus dimorphus,Invertebrates,2,515928.8,1,9,2,2,1,0,3,0.432721,0.3687275
9706,Epioblasma walkeri,Invertebrates,1,52752.45,2,5,3,1,2,0,23,-0.1189578,-0.09708443
9707,Pleurobema decisum,Invertebrates,2,74329.24,1,5,3,1,2,0,24,-0.1006853,-0.1149445
9708,Tayshaneta microps,Invertebrates,1,11042.82,1,2,3,2,2,1,NA,-0.1638258,-0.122832
9709,Brychius hungerfordi,Invertebrates,1,23577.55,1,5,3,1,2,0,4,-0.1216831,-0.1183354
9711,Speyeria zerene hippolyta,Invertebrates,1,5239730,2,3,3,2,1,1,16,0.01975416,-0.05535511
9712,Texella reddelli,Invertebrates,2,4848.717,1,2,3,2,2,1,21,-0.08796976,-0.1111047
9714,Cicurina baronia,Invertebrates,1,11042.82,1,2,3,2,2,1,131,-0.1638258,-0.122832
9715,Novisuccinea chittenangoensis,Invertebrates,1,5541.391,1,5,3,1,2,0,2,-0.1638258,-0.122832
9716,Pleurobema marshalli,Invertebrates,Extinct,3996.196,1,5,3,1,2,0,24,-0.1638258,-0.122832
9717,Lampsilis abrupta,Invertebrates,2,300795,3,5,3,1,2,0,24,0.04415828,-0.0432476
9718,Texella reyesi,Invertebrates,2,287086.7,1,2,3,2,2,1,21,-0.06178399,-0.1070699
9719,Euphydryas editha quino,Invertebrates,1,105099.9,1,3,3,2,1,1,6,0.1884568,0.1417171
9720,Tartarocreagris texana,Invertebrates,1,8298.766,1,2,3,2,2,1,14,-0.1188548,-0.1132003
9722,Texella cokendolpheri,Invertebrates,1,10763.09,1,2,3,2,2,1,21,-0.1638258,-0.122832
9725,Somatochlora hineana,Invertebrates,2,103248.4,1,5,3,1,2,1,29,-0.1638258,-0.122832
9726,Leptodea leptodon,Invertebrates,1,168193.2,4,2,3,2,2,0,3,-0.04145363,-0.03558021
9727,Batrisodes texanus,Invertebrates,1,7113.228,1,2,3,2,2,1,8,-0.1638258,-0.122832
9728,Theliderma intermedia,Invertebrates,1,16600.2,2,5,3,1,2,1,5,-0.1638258,-0.1020622
9729,Texamaurops reddelli,Invertebrates,1,9897.245,1,2,3,2,2,1,1,-0.09776024,-0.1132897
9730,Antrolana lira,Invertebrates,3,666.0326,1,4,3,1,3,0,1,-0.09873874,-0.1178178
9731,Pleurobema taitianum,Invertebrates,1,39961.96,1,5,3,1,2,1,24,-0.1638258,-0.122832
9732,Pegias fabula,Invertebrates,1,80723.15,2,4,3,1,3,0,1,-0.1638258,-0.122832
9733,Arcidens wheeleri,Invertebrates,1,71894.22,2,4,3,1,3,1,2,-0.1587115,-0.1182966
9734,Stygobromus hayi,Invertebrates,1,36898.21,1,5,3,1,2,0,130,-0.1525419,-0.1183909
9735,Haliotis sorenseni,Invertebrates,1,179828.8,NA,2,3,2,2,NA,55,0.104417,0.1628939
9736,Toxolasma cylindrellus,Invertebrates,1,801.9033,1,5,3,1,2,0,8,-0.1291727,-0.1087163
9738,Euphydryas editha bayensis,Invertebrates,1,122067.8,1,3,3,2,1,1,6,-0.1638258,-0.122832
9739,Thermosphaeroma thermophilum,Invertebrates,1,7326.359,1,2,3,2,2,0,7,-0.1264254,-0.1128261
9741,Speyeria callippe callippe,Invertebrates,1,710274.5,1,9,2,2,1,1,16,-0.04523788,-0.1086215
9742,Alasmidonta raveneliana,Invertebrates,1,21979.08,1,5,3,1,2,0,12,-0.1131884,-0.1070319
9743,Stygoparnus comalensis,Invertebrates,1,14000.01,1,1,3,2,3,1,1,-0.1263178,-0.1150407
9744,Pleurobema curtum,Invertebrates,Prob. Extinct,3996.196,1,5,3,1,2,1,24,-0.1638258,-0.122832
9745,Hamiota altilis,Invertebrates,2,137510.4,1,8,2,2,2,0,4,-0.1638258,-0.1218579
9746,Orthalicus reses,Invertebrates,2,28416.95,1,3,3,2,1,0,2,-0.1638258,-0.122832
9747,Rhadine exilis,Invertebrates,1,278681.4,1,2,3,2,2,1,42,-0.1638258,-0.122832
9748,Lasmigona decorata,Invertebrates,1,274871.7,1,5,3,1,2,1,8,-0.1085258,-0.1101328
9750,Oxyloma kanabense,Invertebrates,1,267745.1,2,6,3,1,1,1,15,-0.1638258,-0.07404922
9751,Helminthoglypta walkeriana,Invertebrates,2,88582.34,1,8,2,2,2,1,70,-0.08307411,-0.06713121
9752,Epioblasma metastriata,Invertebrates,Prob. Extinct,27307.34,1,5,3,1,2,0,23,-0.1313454,-0.1177781
9753,Taylorconcha serpenticola,Invertebrates,1,138239.1,1,7,2,2,3,1,2,-0.1356449,-0.1059952
9754,Parvaspina collina,Invertebrates,1,52483.37,2,5,3,1,2,0,1,-0.1638258,-0.1184821
9755,Marstonia ogmorhaphe,Invertebrates,1,6660.326,1,5,3,1,2,0,9,-0.1638258,-0.122832
9756,Elliptio chipolaensis,Invertebrates,1,18515.71,1,11,2,1,2,0,38,-0.1269577,-0.1181915
9757,Fusconaia cuneolus,Invertebrates,1,6393.913,2,5,3,1,2,0,15,-0.04474231,-0.1225071
9759,Antrobia culveri,Invertebrates,1,142397.8,1,4,3,1,3,0,1,-0.1320105,-0.1097425
9760,Erinna newcombi,Invertebrates,1,99353.42,1,1,3,2,3,0,2,-0.1638258,-0.122832
9761,Tulotoma magnifica,Invertebrates,2,31303.53,1,8,2,2,2,0,1,-0.1146239,-0.101908
9762,Palaemonias ganteri,Invertebrates,1,56612.77,1,5,3,1,2,0,2,-0.1638258,-0.122832
9763,Valvata utahensis,Invertebrates,2,188857.5,NA,5,3,1,2,1,38,-0.09058738,-0.1223616
9764,Neonympha mitchellii francisci,Invertebrates,1,71132.28,1,3,3,2,1,0,3,-0.13459,-0.1181873
9765,Medionidus penicillatus,Invertebrates,2,59410.11,1,5,3,1,2,0,6,-0.09407694,-0.1182703
9766,Epioblasma rangiana,Invertebrates,2,316765.1,3,6,3,1,1,0,23,-0.1364599,-0.02033511
9767,Ambrysus amargosus,Invertebrates,1,21061.28,1,8,2,2,2,0,5,-0.1070172,-0.114081
9768,Euphilotes enoptes smithi,Invertebrates,1,103901.1,1,9,2,2,1,0,13,-0.1638258,-0.122832
9769,Icaricia icarioides fenderi,Invertebrates,1,79135.33,1,3,3,2,1,1,5,-0.1638258,-0.122832
9770,Gammarus acherondytes,Invertebrates,2,28386.31,1,2,3,2,2,0,795,-0.05234173,-0.09447066
9771,Batrisodes venyivi,Invertebrates,1,11042.82,1,2,3,2,2,1,8,-0.1244376,-0.1189453
9772,Plethobasus cicatricosus,Invertebrates,1,3862.989,1,5,3,1,2,0,3,-0.03542834,-0.101198
9774,Alasmidonta atropurpurea,Invertebrates,1,52483.37,1,5,3,1,2,0,12,-0.1298394,-0.1116581
9775,Triodopsis platysayoides,Invertebrates,1,404927.8,1,8,2,2,2,1,42,-0.1638258,-0.122832
9776,Polyphylla barbata,Invertebrates,1,7592.772,1,8,2,2,2,1,7,-0.08792971,-0.1062112
9777,Pyrgulopsis neomexicana,Invertebrates,1,266.413,1,5,3,1,2,0,127,-0.1352123,-0.1223233
9779,Medionidus acutissimus,Invertebrates,2,39695.54,1,8,2,2,2,0,6,-0.09965838,-0.1158109
9780,Elliptoideus sloatianus,Invertebrates,2,74462.45,1,11,2,1,2,0,1,-0.08414772,-0.1163276
9783,Hamiota perovalis,Invertebrates,2,33354.91,1,8,2,2,2,0,4,-0.1638258,-0.122832
9784,Branchinecta conservatio,Invertebrates,2,45956.25,1,8,2,2,2,0,48,0.175715,-0.0647621
9785,Plethobasus cooperianus,Invertebrates,1,284132.2,2,5,3,1,2,0,3,-0.02315237,-0.1192921
9786,Rhadine infernalis,Invertebrates,2,278681.4,1,2,3,2,2,1,42,-0.1638258,-0.122832
9788,Neonympha mitchellii mitchellii,Invertebrates,1,91246.47,3,3,3,2,1,0,3,-0.1638258,-0.122832
9789,Theliderma sparsa,Invertebrates,1,5061.848,2,5,3,1,2,0,5,-0.1638258,-0.113222
9790,Medionidus simpsonianus,Invertebrates,1,110428.2,1,5,3,1,2,0,6,-0.1263586,-0.1194562
9792,Cicindela ohlone,Invertebrates,1,29971.47,1,2,3,2,2,0,79,-0.1148264,-0.08901501
9793,Rhaphiomidas terminatus abdominalis,Invertebrates,1,133872.6,1,6,3,1,1,1,16,-0.1638258,-0.122832
9795,Palaemonias alabamae,Invertebrates,2,73396.79,1,5,3,1,2,0,2,-0.04712192,-0.09954806
9797,Tayshaneta myopica,Invertebrates,1,7899.147,1,2,3,2,2,1,NA,-0.1638258,-0.1122007
9798,Cladonia perforata,Plants,1,266.413,1,2,3,2,2,0,325,-0.1638258,-0.122832
9800,Cyrtandra dentata,Plants,1,98932.48,1,8,2,2,2,0,680,-0.1638258,-0.122832
9801,Haplostachys haplostachya,Plants,1,103349.6,1,2,3,2,2,0,5,0.0315581,-0.1122424
9803,Scaevola coriacea,Plants,1,9143.296,1,2,3,2,2,0,75,-0.1437527,-0.1207133
9804,Pediocactus bradyi,Plants,1,13878.79,1,2,3,2,2,0,9,-0.1638258,-0.122832
9808,Wilkesia hobdyi,Plants,1,4395.815,1,2,3,2,2,0,2,-0.1326847,-0.1211908
9809,Hackelia venusta,Plants,1,38438.07,1,5,3,1,2,0,29,0.1230354,-0.1026386
9810,Cyrtandra tintinnabula,Plants,1,1998.098,1,5,3,1,2,0,680,-0.1638258,-0.122832
9811,Gouania meyenii,Plants,1,4395.815,1,8,2,2,2,0,12,-0.1638258,-0.122832
9812,Pentachaeta bellidiflora,Plants,1,2561.561,1,8,2,2,2,0,6,-0.1638258,-0.122832
9813,Tetramolopium arenarium,Plants,1,104148.9,1,5,3,1,2,0,11,-0.1638258,-0.122832
9814,Cyrtandra crenata,Plants,Prob. Extinct,266.413,1,5,3,1,2,0,680,-0.1638258,-0.122832
9815,Astragalus holmgreniorum,Plants,1,21871.18,2,5,3,1,2,1,431,-0.1638258,-0.122832
9816,Eriodictyon capitatum,Plants,2,8125.598,1,11,2,1,2,0,8,-0.05657913,-0.1118941
9818,Kokia drynarioides,Plants,1,61141.79,1,2,3,2,2,0,4,-0.1638258,-0.122832
9819,Conradina brevifolia,Plants,2,4129.402,1,8,2,2,2,1,6,-0.1638258,-0.122832
9820,Erigeron parishii,Plants,2,30637.5,1,8,2,2,2,0,197,0.07608102,-0.1106619
9821,Cyrtandra giffardii,Plants,2,1998.098,1,2,3,2,2,0,680,-0.1638258,-0.122832
9822,Lomatium bradshawii,Plants,2,80228.96,1,2,3,2,2,0,82,-0.07373609,-0.1203338
9825,Schoenocrambe argillacea,Plants,1,6393.913,1,17,1,1,2,0,1,-0.1458734,-0.1202903
